CASE# 1:
5017 not found
2475 not found
1160 not found
1696 not found
5132 not found
6094 not found
9433 not found
2303 not found
3783 not found
2909 not found
7010 not found
8818 not found
6980 not found
5381 not found
2142 not found
4034 not found
356 not found
3234 not found
9614 not found
3250 not found
2412 found at 143
7212 not found
6085 not found
7479 not found
1849 not found
4150 not found
9291 not found
4269 not found
2360 not found
4200 not found
8043 not found
4985 not found
7300 not found
1554 not found
3556 not found
7952 not found
9512 found at 591
4455 not found
9092 not found
9087 not found
4110 not found
9772 not found
6751 not found
1359 not found
2861 not found
4020 not found
5290 not found
3705 not found
1151 not found
9402 found at 586
7342 found at 449
2998 not found
1534 not found
2997 not found
3668 not found
1606 not found
2037 not found
7089 not found
6048 not found
3259 not found
6549 not found
3715 not found
7864 not found
7968 not found
9469 not found
8972 not found
9799 not found
7260 not found
135 not found
5674 not found
6043 not found
5457 not found
9697 not found
402 not found
6834 not found
6679 not found
4591 not found
3041 not found
1594 not found
6280 not found
592 not found
745 not found
7428 not found
2423 not found
1595 not found
5757 not found
4235 not found
1496 not found
1083 not found
5268 not found
3597 not found
3197 not found
1236 not found
3855 not found
9975 not found
8539 not found
9969 not found
6979 not found
7764 not found
1015 not found
9150 found at 572
551 not found
8760 not found
7894 not found
8093 not found
1646 found at 82
3850 not found
5801 not found
2094 not found
4072 found at 249
6382 not found
5364 not found
3954 found at 237
7241 not found
5326 not found
2222 not found
97 not found
4973 not found
9892 not found
2991 not found
7810 not found
4690 not found
6547 not found
4832 not found
8221 not found
3774 not found
2466 not found
3626 not found
2776 not found
8090 not found
2282 not found
7082 not found
7406 not found
8475 not found
5051 not found
208 not found
3814 not found
5134 not found
8404 not found
4670 not found
7694 not found
5988 not found
7344 not found
2514 found at 149
3779 not found
1139 not found
1368 not found
949 not found
6041 not found
2410 not found
249 not found
800 not found
7086 not found
6621 not found
8468 not found
2786 not found
3329 not found
5639 not found
3730 not found
3453 not found
2179 not found
6726 not found
3379 not found
6110 not found
8762 not found
2211 not found
2371 not found
5482 not found
8863 not found
1909 not found
995 not found
6058 not found
8441 not found
3521 not found
7959 not found
1103 not found
5256 not found
8202 not found
381 not found
4379 not found
3024 not found
9690 not found
5011 not found
5134 not found
3905 not found
2803 not found
5569 not found
8632 not found
8523 not found
1456 not found
650 not found
7542 not found
7163 not found
1283 not found
6262 not found
7814 not found
5356 not found
1156 not found
6624 not found
5904 not found
3265 not found
7867 not found
8986 not found
375 not found
9669 not found
5986 not found
5833 not found
3229 found at 189
8110 not found
7802 not found
1692 not found
9472 not found
1819 not found
2784 not found
1978 not found
2423 not found
7432 not found
6116 not found
7749 not found
3946 not found
2992 not found
7447 not found
1185 not found
6941 not found
3560 not found
3840 not found
6080 not found
6148 not found
4042 not found
5367 not found
5965 found at 373
4388 not found
36 not found
5575 not found
7354 found at 450
187 not found
5735 not found
957 not found
8178 not found
5692 not found
6796 not found
7464 not found
2573 not found
1792 found at 92
2322 not found
2744 not found
6712 found at 416
1681 not found
9088 not found
7063 not found
8473 not found
3681 not found
9320 not found
2812 not found
6248 not found
8170 not found
3604 not found
9064 found at 564
6104 not found
9425 not found
2667 not found
5890 not found
5479 not found
4374 not found
4395 not found
6041 not found
6739 found at 417
8423 not found
562 not found
4381 not found
7096 not found
8988 not found
1405 not found
7804 not found
8779 found at 547
4237 not found
3727 not found
2202 not found
1657 not found
9101 not found
3519 not found
9681 not found
7671 not found
2762 found at 164
1631 not found
9825 not found
5345 not found
216 not found
7798 not found
6656 not found
3112 not found
8 not found
9201 not found
6554 not found
1711 not found
1883 not found
9290 not found
6326 not found
5744 not found
6633 not found
874 found at 43
5615 not found
1384 not found
7865 not found
7437 not found
8656 not found
9672 not found
123 not found
7416 not found
2221 not found
3940 not found
2134 not found
8425 not found
2469 not found
8944 not found
2187 not found
8703 not found
6975 not found
5493 not found
7172 not found
6868 not found
7308 not found
4595 not found
7972 not found
7489 not found
4989 not found
2195 not found
3840 not found
6278 not found
5576 not found
6057 not found
7463 found at 460
3897 not found
9291 not found
3267 not found
7806 not found
698 not found
8192 not found
2838 found at 172
7647 found at 475
2592 not found
7408 not found
CASE# 6:
3373 not found
7232 not found
3350 not found
6943 not found
4488 not found
5697 not found
5489 not found
6207 not found
757 found at 18
4142 not found
9916 not found
442 not found
7448 not found
3745 not found
3375 not found
775 not found
1743 not found
4881 not found
6723 not found
4853 not found
4402 not found
8318 not found
5232 not found
8373 not found
5578 not found
7213 not found
3214 not found
1534 not found
284 not found
9718 not found
4268 not found
4429 found at 112
7869 not found
3905 not found
9951 not found
4030 not found
6942 not found
7806 not found
8815 not found
8158 not found
556 not found
545 not found
1445 not found
6074 not found
7509 not found
3706 not found
6082 not found
1864 not found
1007 not found
352 not found
5399 not found
8281 not found
8946 not found
5124 not found
406 not found
3956 not found
375 not found
1194 not found
6150 not found
4122 not found
5335 not found
1061 not found
6018 not found
7151 not found
5541 not found
6563 not found
943 not found
4708 not found
9612 not found
5268 not found
2124 not found
8505 not found
7710 not found
1514 not found
2836 not found
7563 not found
2682 not found
8158 not found
6225 not found
8729 not found
7972 not found
1352 not found
5634 not found
6104 not found
4994 not found
8924 not found
407 not found
2743 not found
3017 not found
5450 not found
8747 not found
5052 found at 131
2378 not found
756 not found
3159 not found
7074 not found
3263 not found
5942 not found
4386 not found
7737 not found
983 not found
706 not found
9502 not found
6482 not found
1322 not found
5115 not found
4899 not found
869 not found
8849 not found
1779 not found
9988 not found
5966 not found
3248 not found
5485 not found
8468 not found
734 not found
9085 not found
9929 not found
1316 not found
4661 not found
6706 not found
8340 not found
2136 not found
2634 not found
3908 not found
6059 not found
6739 not found
9648 not found
6106 not found
655 not found
1543 not found
645 not found
8119 found at 209
706 not found
9549 not found
3444 not found
2869 not found
7944 not found
7702 not found
4135 not found
8789 not found
1929 not found
137 not found
169 not found
7221 not found
3247 not found
7909 not found
5787 not found
5236 not found
7794 found at 199
3912 not found
2297 not found
7759 found at 198
7534 not found
25 not found
3613 not found
8149 not found
3393 not found
5807 not found
3390 not found
1508 not found
1423 not found
3525 not found
335 not found
7179 not found
2783 found at 67
7818 not found
2430 not found
3955 not found
5166 not found
9252 not found
6685 not found
9265 not found
5204 not found
5588 not found
9212 not found
2412 not found
4057 not found
3493 not found
4247 not found
9967 not found
3434 not found
6483 not found
4298 not found
6371 not found
4001 not found
6285 not found
7273 not found
5382 not found
2568 found at 60
1395 not found
6424 not found
4843 not found
6039 not found
128 not found
5867 not found
4448 not found
3400 not found
5194 not found
4617 not found
993 not found
4387 not found
1509 not found
3016 not found
5182 not found
2134 not found
938 not found
8063 not found
5393 not found
6958 not found
7505 not found
2142 not found
871 not found
1815 not found
7391 not found
3208 not found
9403 not found
9461 not found
4697 not found
6937 not found
7548 not found
4617 not found
5579 not found
6240 not found
59 not found
3501 not found
2057 not found
1075 not found
8538 not found
7967 not found
9375 not found
5249 not found
8414 not found
8190 not found
6383 not found
9982 not found
9044 found at 226
1367 not found
8706 not found
932 not found
9070 not found
2150 found at 52
8632 not found
4305 not found
6492 not found
432 not found
6652 not found
8655 not found
8602 not found
3441 not found
5380 not found
8847 not found
6408 not found
9722 not found
3510 not found
5016 not found
1669 not found
2496 not found
2914 not found
7261 not found
7843 not found
8405 not found
3466 not found
7749 not found
6468 not found
3102 not found
8745 not found
9238 not found
5927 not found
2353 not found
9912 not found
7782 not found
1683 not found
9309 not found
2429 not found
824 found at 24
3488 not found
7840 not found
2639 not found
4838 not found
4742 not found
1878 not found
8435 not found
1675 not found
2892 not found
4735 not found
7001 not found
3039 not found
2728 not found
5557 not found
7010 not found
4756 not found
4579 not found
512 not found
8915 not found
4312 not found
9526 not found
4177 not found
4614 not found
7251 not found
9530 not found
3629 not found
1634 not found
138 not found
9103 not found
2349 not found
6030 not found
8421 not found
5789 not found
5775 not found
5049 not found
8739 not found
8110 not found
9197 not found
2159 not found
4108 not found
7316 not found
4799 not found
7821 not found
2180 not found
3036 not found
2984 not found
6949 found at 179
2690 not found
4498 not found
2283 not found
9845 not found
2062 not found
2649 not found
2025 not found
7201 not found
873 not found
